ID,epoch,t_epoch,train_loss,train_acc,val_loss,val_acc,lr,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
428455,1,50.1066370010376,2.960419611497359,0.1359161138534546,3.055422510419573,0.14916963236672537,0.01,61.35489511489868,False,,,1,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-17-02,1716193022,61.35489511489868,106180,Neptune,127.0.0.1,61.35489511489868,0,1,0.0
428455,2,47.86253213882446,2.8131644942543725,0.16202195124192673,2.9760747296469554,0.15279545102800643,0.01,47.87811350822449,False,,,2,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-17-50,1716193070,109.23300862312317,106180,Neptune,127.0.0.1,109.23300862312317,0,2,0.0
428455,3,44.78877544403076,2.771826288916848,0.1614697196266868,3.0598349571228027,0.1692307506288801,0.01,44.80439782142639,False,,,3,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-18-35,1716193115,154.03740644454956,106180,Neptune,127.0.0.1,154.03740644454956,0,3,0.0
428455,4,49.60647678375244,2.891497091813521,0.15798881920901212,3.0358798844473704,0.1608480896268572,0.01,49.60647678375244,False,,,4,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-19-24,1716193164,203.643883228302,106180,Neptune,127.0.0.1,203.643883228302,0,4,0.0
428455,5,45.783339738845825,2.777620965784246,0.16285915808244186,3.0178881032126292,0.16515965121132986,0.01,45.7933247089386,False,,,5,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-20-10,1716193210,249.4372079372406,106180,Neptune,127.0.0.1,249.4372079372406,0,5,0.0
428455,6,45.26419973373413,2.8610666448419746,0.16381351514296097,2.9943972315107072,0.1657196113041469,0.01,45.27975606918335,False,,,6,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-20-55,1716193255,294.71696400642395,106180,Neptune,127.0.0.1,294.71696400642395,0,6,0.0
428455,7,49.1084520816803,2.8410815542394463,0.16497926278547806,3.076275314603533,0.16482908385140554,0.01,49.124072551727295,False,,,7,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-21-44,1716193304,343.84103655815125,106180,Neptune,127.0.0.1,343.84103655815125,0,7,0.0
428455,8,43.6692852973938,2.8920161073858086,0.16652978550304065,3.0802202905927385,0.16794662816183908,0.01,43.6692852973938,False,,,8,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-22-28,1716193348,387.51032185554504,106180,Neptune,127.0.0.1,387.51032185554504,0,8,0.0
428455,9,44.61881875991821,2.8237732540477407,0.16512309421192517,2.921856267111642,0.16674268245697021,0.01,44.63535809516907,False,,,9,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-23-13,1716193393,432.1456799507141,106180,Neptune,127.0.0.1,432.1456799507141,0,9,0.0
428455,10,44.86749005317688,2.838555184277621,0.16453281315890225,3.1151694570268904,0.1673797709601266,0.01,44.87618279457092,False,,,10,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-23-58,1716193438,477.02186274528503,106180,Neptune,127.0.0.1,477.02186274528503,0,10,0.0
428455,11,42.89785647392273,2.8492137518796055,0.1639032797379927,3.019554785319737,0.1647003718784877,0.01,42.89785647392273,False,,,11,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-24-41,1716193481,519.9197192192078,106180,Neptune,127.0.0.1,519.9197192192078,0,11,0.0
428455,12,42.51578903198242,2.7903089740059595,0.16604573076421564,2.9687990120479038,0.164200953074864,0.01,42.53147554397583,False,,,12,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-25-23,1716193523,562.4511947631836,106180,Neptune,127.0.0.1,562.4511947631836,0,12,0.0
428455,13,43.30377650260925,2.8961341814561323,0.16217141801660712,3.0357749121529713,0.16771718433925084,0.01,43.30377650260925,False,,,13,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-26-06,1716193566,605.7549712657928,106180,Neptune,127.0.0.1,605.7549712657928,0,13,0.0
428455,14,44.50597071647644,2.8070693016052246,0.1644664786078713,2.9727373463766917,0.16815105506352016,0.01,44.515960693359375,False,,,14,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-26-51,1716193611,650.2709319591522,106180,Neptune,127.0.0.1,650.2709319591522,0,14,0.0
428455,15,44.076197385787964,2.885071494362571,0.16611805829134854,3.0178608553750172,0.16456375803266252,0.01,44.09190106391907,False,,,15,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-27-35,1716193655,694.3628330230713,106180,Neptune,127.0.0.1,694.3628330230713,0,15,0.0
428455,16,45.4220244884491,2.7587381926449863,0.1680206819014116,3.062673670904977,0.1624553714479719,0.01,45.437713623046875,False,,,16,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-28-20,1716193700,739.8005466461182,106180,Neptune,127.0.0.1,739.8005466461182,0,16,0.0
428455,17,45.52950406074524,2.8188341747630727,0.1654397357593883,2.930797610964094,0.16933315140860422,0.01,45.545130491256714,False,,,17,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-29-06,1716193746,785.3456771373749,106180,Neptune,127.0.0.1,785.3456771373749,0,17,0.0
428455,18,40.840468406677246,2.7448994029651987,0.16260613094676624,2.866871322904314,0.1640808412006923,0.01,40.850462436676025,False,,,18,2f48b_00000,403948977db0437a805664928595fd4d,2024-05-20_10-29-47,1716193787,826.1961395740509,106180,Neptune,127.0.0.1,826.1961395740509,0,18,0.0
