ID,epoch,train_loss,train_acc,val_loss,val_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
930198,1,2.915727897123857,0.13802478530190207,3.0924239499228343,0.16650097710745676,66.74820351600647,False,,,1,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-21-58,1715793718,66.74820351600647,27049,sassauna2.ee.ethz.ch,129.132.4.155,66.74820351600647,0,1,0.004636526107788086
930198,2,2.929634007540616,0.1660555817864158,2.906602144241333,0.16260766983032227,59.442739725112915,False,,,2,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-22-58,1715793778,126.19094324111938,27049,sassauna2.ee.ethz.ch,129.132.4.155,126.19094324111938,0,2,0.004636526107788086
930198,3,2.780303478240967,0.16491144353693182,3.0033018929617747,0.15105717522757395,60.50118708610535,False,,,3,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-23-58,1715793838,186.69213032722473,27049,sassauna2.ee.ethz.ch,129.132.4.155,186.69213032722473,0,3,0.004636526107788086
930198,4,2.825387564572421,0.1610472635789351,3.0446865558624268,0.1638460499899728,59.349674701690674,False,,,4,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-24-57,1715793897,246.0418050289154,27049,sassauna2.ee.ethz.ch,129.132.4.155,246.0418050289154,0,4,0.004636526107788086
930198,5,2.9945653785358775,0.16370182687586005,3.0051319939749583,0.16492250987461635,61.77420496940613,False,,,5,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-25-59,1715793959,307.81600999832153,27049,sassauna2.ee.ethz.ch,129.132.4.155,307.81600999832153,0,5,0.004636526107788086
930198,6,2.730996912175959,0.16688623211600564,3.0451115540095737,0.16189861297607422,54.48081421852112,False,,,6,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-26-54,1715794014,362.29682421684265,27049,sassauna2.ee.ethz.ch,129.132.4.155,362.29682421684265,0,6,0.004636526107788086
930198,7,2.8157131021673028,0.16782790964299982,3.0404857226780484,0.16637672696794784,57.31686782836914,False,,,7,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-27-51,1715794071,419.6136920452118,27049,sassauna2.ee.ethz.ch,129.132.4.155,419.6136920452118,0,7,0.004636526107788086
930198,8,2.8273598064075816,0.1650335355238481,3.0350207601274763,0.16388322625841414,52.7318856716156,False,,,8,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-28-44,1715794124,472.3455777168274,27049,sassauna2.ee.ethz.ch,129.132.4.155,472.3455777168274,0,8,0.004636526107788086
930198,9,2.771376436406916,0.16253628514029764,2.950450760977609,0.1639859676361084,55.1405086517334,False,,,9,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-29-39,1715794179,527.4860863685608,27049,sassauna2.ee.ethz.ch,129.132.4.155,527.4860863685608,0,9,0.004636526107788086
930198,10,2.8503622358495537,0.17151988636363635,3.0911589009421214,0.16383114882877894,56.007376194000244,False,,,10,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-30-35,1715794235,583.493462562561,27049,sassauna2.ee.ethz.ch,129.132.4.155,583.493462562561,0,10,0.004636526107788086
930198,11,2.754337354139848,0.1768894303928722,2.966258696147374,0.1741779020854405,56.412322998046875,False,,,11,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-31-31,1715794291,639.9057855606079,27049,sassauna2.ee.ethz.ch,129.132.4.155,639.9057855606079,0,11,0.004636526107788086
930198,12,2.814386476169933,0.1799466826698997,2.8991843972887312,0.1717726332800729,55.46626091003418,False,,,12,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-32-27,1715794347,695.3720464706421,27049,sassauna2.ee.ethz.ch,129.132.4.155,695.3720464706421,0,12,0.004636526107788086
930198,13,2.739022731781006,0.18007770451632413,2.9311016627720425,0.17386228697640554,59.868807792663574,False,,,13,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-33-27,1715794407,755.2408542633057,27049,sassauna2.ee.ethz.ch,129.132.4.155,755.2408542633057,0,13,0.004636526107788086
930198,14,2.828103694048795,0.18442021716724744,2.9444054194859097,0.18458231857844762,60.245086431503296,False,,,14,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-34-27,1715794467,815.485940694809,27049,sassauna2.ee.ethz.ch,129.132.4.155,815.485940694809,0,14,0.004636526107788086
930198,15,2.784515077417547,0.1879651979966597,3.0266927650996616,0.1861309323992048,55.72297525405884,False,,,15,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-35-23,1715794523,871.2089159488678,27049,sassauna2.ee.ethz.ch,129.132.4.155,871.2089159488678,0,15,0.004636526107788086
930198,16,2.778300307013772,0.18807448040355335,3.0086692741939,0.1760162455695016,55.60987901687622,False,,,16,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-36-18,1715794578,926.818794965744,27049,sassauna2.ee.ethz.ch,129.132.4.155,926.818794965744,0,16,0.004636526107788086
930198,17,2.8346993923187256,0.1865920370275324,2.954641819000244,0.18064406939915248,59.507845878601074,False,,,17,74ca9_00001,d567c1e21d36421f8067c51a38feb39a,2024-05-15_19-37-18,1715794638,986.3266408443451,27049,sassauna2.ee.ethz.ch,129.132.4.155,986.3266408443451,0,17,0.004636526107788086
